s58,455,"[]",.
s2060,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Put Down', 'Forward', 'Forward']",COMPLETED
s2060,480,"['Forward', 'Jump', 'Turn Right']",ERROR
s2060,480,"['Forward', 'Jump', 'Turn Right']",ERROR
s2060,480,"['Forward', 'Jump', 'Turn Right', 'Forward', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down']",.
s2060,480,"['Forward', 'Jump', 'Turn Right', 'Forward', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down']",.
s2060,480,"['Forward', 'Jump', 'Turn Right', 'Forward', 'Jump', 'Turn Right', 'Forward', 'Turn Left', 'Pick Up', 'Turn Left', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Forward']",COMPLETED
s2060,438,"['Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down']",.
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",.
s2060,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2060,440,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",.
s2060,440,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Pick Up', 'Backward', 'Put Down']",COMPLETED
s2061,455,"['Forward', 'Forward']",.
s2061,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s2061,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s2061,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right']",.
s2061,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Left']",ERROR
s2061,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Left', 'Backward']",ERROR
s2061,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Left', 'Backward', 'Turn Left', 'Backward']",COMPLETED
s2061,443,"['Jump']",.
s2061,443,"['Jump', 'Turn Right', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",COMPLETED
s2061,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2061,448,"['Pick Up', 'Forward', 'Turn Right', 'Forward', 'Put Down']",COMPLETED
s2061,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s2061,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Pick Up', 'Turn Left', 'Turn Left']",.
s2061,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Pick Up', 'Turn Left', 'Turn Left']",.
s2061,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Turn Left', 'Pick Up', 'Turn Left']",.
s2061,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Turn Left', 'Pick Up', 'Turn Left', 'Forward', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Pick Up', 'Turn Right', 'Put Down']",COMPLETED
s2061,475,"['Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Turn Left', 'Pick Up', 'Turn Right', 'Jump', 'Put Down']",COMPLETED
s2061,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Jump', 'Jump', 'Forward']",COMPLETED
s2061,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Put Down', 'Forward', 'Forward']",COMPLETED
s2061,480,"['Forward', 'Jump']",ERROR
s2061,480,"['Forward', 'Jump']",ERROR
s2061,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Left', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Forward']",COMPLETED
s2061,438,"['Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump']",COMPLETED
s2061,439,"[]",ERROR
s2061,439,"[]",ERROR
s2061,439,"[]",ERROR
s2061,439,"[]",.
s2061,439,"[]",.
s2061,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2061,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2061,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2061,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2061,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward']",ERROR
s2061,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",ERROR
s2061,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2061,440,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Pick Up', 'Backward', 'Put Down']",COMPLETED
s2061,481,"[]",ERROR
s2061,481,"['Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down']",ERROR
s2061,481,"['Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down']",COMPLETED
s2061,450,"['Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward', 'Put Down', 'Backward', 'Backward', 'Backward', 'Backward', 'Turn Right']",ERROR
s2061,450,"['Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward', 'Put Down', 'Backward', 'Turn Right']",ERROR
s2061,450,"['Forward', 'Turn Left', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Forward', 'Put Down', 'Backward', 'Turn Right']",ERROR
s2061,450,"[]",.
s2062,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s2062,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s2062,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s2062,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s2062,443,"['Jump', 'Turn Right', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",COMPLETED
s2062,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2062,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2062,448,"['Pick Up', 'Forward', 'Turn Right', 'Forward', 'Put Down']",COMPLETED
s2062,449,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",.
s2062,449,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down']",.
s2063,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s2063,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s2063,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s2063,443,"['Jump', 'Turn Right', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",COMPLETED
s2063,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2063,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2063,448,"['Pick Up', 'Forward', 'Turn Right', 'Forward', 'Put Down']",COMPLETED
s2063,449,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Pick Up', 'Backward']",ERROR
s2063,449,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left', 'Backward', 'Put Down']",.
s2063,449,"['Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Left', 'Put Down', 'Turn Left', 'Forward', 'Turn Right', 'Pick Up', 'Turn Left', 'Backward', 'Put Down']",.
s2063,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left']",.
s2063,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s2063,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward']",ERROR
s2063,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Turn Left', 'Pick Up', 'Turn Right', 'Forward', 'Turn Right']",ERROR
s2063,479,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Turn Left', 'Turn Left', 'Pick Up', 'Turn Left', 'Forward', 'Turn Left', 'Put Down', 'Turn Right', 'Turn Right', 'Pick Up', 'Turn Right', 'Put Down']",COMPLETED
s2063,475,"['Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Turn Left', 'Pick Up', 'Turn Right', 'Jump', 'Put Down']",COMPLETED
s2063,460,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Jump', 'Jump', 'Forward']",COMPLETED
s2063,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Put Down']",ERROR
s2063,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Put Down', 'Forward']",.
s2063,461,"['Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Backward', 'Turn Left', 'Forward', 'Pick Up', 'Backward', 'Turn Right', 'Forward', 'Forward', 'Put Down', 'Forward', 'Forward']",COMPLETED
s2063,480,"['Forward', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Left', 'Put Down', 'Jump', 'Jump', 'Pick Up', 'Turn Right', 'Put Down', 'Jump', 'Jump', 'Forward']",COMPLETED
s2063,438,"['Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump', 'Jump']",COMPLETED
s2063,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2063,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2063,439,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Pick Up', 'Turn Right', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2063,440,"['Turn Left', 'Jump', 'Jump', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Pick Up', 'Backward', 'Put Down']",COMPLETED
s2063,481,"['Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down']",.
s2063,481,"['Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward']",.
s2063,481,"['Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right']",ERROR
s2063,481,"['Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward']",ERROR
s2063,481,"['Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down', 'Turn Right', 'Forward', 'Pick Up', 'Turn Left', 'Forward', 'Put Down']",COMPLETED
s2063,450,"[]",.
s2064,455,"[]",.
s2064,455,"['Forward']",.
s2064,455,"[]",ERROR
s2064,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",ERROR
s2064,455,"['Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward', 'Forward']",COMPLETED
s2064,464,"[]",.
s2064,464,"['Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward', 'Backward']",COMPLETED
s2064,446,"['Forward', 'Forward', 'Forward', 'Forward', 'Turn Left', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Forward', 'Turn Right', 'Forward', 'Turn Left', 'Forward']",COMPLETED
s2064,443,"[]",ERROR
s2064,443,"['Jump']",ERROR
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Jump', 'Turn Right']",ERROR
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Jump', 'Turn Right']",ERROR
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Jump', 'Turn Right', 'Turn Right']",ERROR
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Turn Right', 'Jump', 'Jump']",ERROR
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",ERROR
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",.
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",.
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",ERROR
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",.
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump']",.
s2064,443,"['Jump', 'Jump', 'Turn Right', 'Forward', 'Turn Right', 'Forward', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Turn Right', 'Jump', 'Jump', 'Jump']",COMPLETED
s2064,447,"['Forward', 'Pick Up', 'Turn Right', 'Forward', 'Put Down', 'Turn Left', 'Pick Up', 'Backward', 'Backward', 'Put Down']",COMPLETED
s2064,448,"['Pick Up', 'Forward', 'Turn Right', 'Forward', 'Forward']",ERROR
s2064,448,"['Pick Up', 'Forward', 'Turn Right', 'Forward', 'Put Down']",COMPLETED
s2064,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward']",.
s2064,449,"['Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Turn Left', 'Pick Up', 'Turn Right', 'Turn Right', 'Put Down', 'Turn Left', 'Forward', 'Pick Up', 'Turn Left', 'Put Down']",COMPLETED
